,count,author,date,text_update
301,301,"Trip Gabriel, in Pittsburgh",1604613556000,"

                    More than 35,000 mail-in ballots in Allegheny County, Pa. (Pittsburgh) will not be reported today, because of state rules and court orders.


                   Read more ›
"
302,302,"Michael Gold, in New York",1604613138000,"

                    Nevada has about 190,000 ballots still to be counted, the secretary of state said. Ninety percent of them are from Clark County, where Biden currently leads by 8 percentage points.




                  
See Nevada results › 
"
303,303,"Thomas Kaplan, in Wilmington, Del.",1604612134000,"

                    Biden, in a brief statement to reporters, urged Americans to be patient as votes were counted and said he and Kamala Harris had “no doubt” that they would ultimately prevail.


                   Read more ›
"
304,304,"Michael Gold, in New York",1604610759000,"

                    Trump’s lead in Pennsylvania has fallen below 100,000 votes after additional results from Philadelphia and Erie counties. The secretary of state has promised an update this evening.




                  
See Pennsylvania results › 
"
305,305,"Nate Cohn, in New York",1604608478000,"

                    Why has The Times not called Arizona? The main reason: We do not believe there’s solid enough data on the votes that remain to be counted after Election Day.


                   Read more ›
"
306,306,"Jim Rutenberg, in New York",1604607889000,"

                    Trump notched a minor victory in Pennsylvania when a court acceded to his campaign’s request to force Philadelphia election officials to grant its election observers better access.


                   Read more ›
"
307,307,"Michael Gold, in New York",1604607355000,"

                    “We can’t know how long the process will take,” said Gabriel Sterling, a Georgia election official. “We hope to have clarity on the outcomes of these elections as soon as possible.”




                "
308,308,"Michael Gold, in New York",1604607173000,"

                    Georgia still has 47,277 ballots remaining to be counted, an official with the secretary of state’s office said.




                  
See Georgia results › 
"
309,309,"Thomas Kaplan, in Wilmington, Del.",1604604924000,"

                    Joe Biden and Kamala Harris are receiving a briefing on the coronavirus pandemic and an economic briefing at a theater in Wilmington. Both tested negative for the virus today.




                "
310,310,"Kathleen Gray, in Detroit",1604604831000,"

                    A Michigan judge denied a request from the Trump campaign to halt the counting of ballots in the state, pointing out that the tallying of absentee ballots was already completed.


                   Read more ›
"
311,311,"Alicia Parlapiano, in Washington",1604602808000,"

                    The registrar in Clark County (Las Vegas) said the county would release the next batch of votes around noon ET on Friday. Remaining votes include mail and provisional ballots.




                  
See Nevada results › 
"
312,312,"Glenn Thrush, in Washington",1604602182000,"

                    Pennsylvania’s secretary of state, Kathy Boockvar, said there are about 500,000 ballots yet to be counted and told CNN “we definitely could” know the winner by the end of Thursday.




                  
See Pennsylvania results › 
"
313,313,"Richard Fausset, in Atlanta",1604601964000,"

                    A superior court judge dismissed a lawsuit on Thursday filed by the Trump campaign that accused elections officials in Chatham County, Ga., of mishandling absentee ballots.


                   Read more ›
"
314,314,"Michael Gold, in New York",1604600273000,"

                    Trump’s lead in Georgia shrank to 13,540 votes on Thursday afternoon. The secretary of state said that about 50,000 votes now remain uncounted.




                  
See Georgia results › 
"
315,315,"Michael Cooper, in New York",1604600060000,"

                    With Biden slowly making gains in three key states, Trump issued a written statement, in all capital letters, making baseless claims that there could be fraud in the late votes.




                "
316,316,"Thomas Kaplan, in Wilmington, Del.",1604598099000,"

                    With votes still being counted and no winner declared, Biden’s campaign manager, Jennifer O’Malley Dillon, told reporters today that her team’s data analysis indicated that Biden would prevail in the race.




                "
317,317,"Reid Epstein, in Madison, Wis.",1604597989000,"

                    David Perdue has fallen under the 50 percent threshold to avoid a runoff in Georgia’s Senate race. He’s at 49.9997 percent — 141 votes short of winning outright with more votes still to be counted from Democratic areas.




                "
318,318,"Nick Corasaniti, in Philadelphia",1604597677000,"

                    Ballot counting in Philadelphia was briefly halted after state Democrats appealed a ruling that allowed observers to watch the process. The state Supreme Court has not accepted or rejected the appeal. Counting resumed.




                "
319,319,"Michael Gold, in New York",1604596636000,"

                    Joe Biden’s lead in Nevada widened to about 12,000 votes after newly tabulated votes were reported in Clark County (which includes Las Vegas). More updates are expected today.




                  
See Nevada results › 
"
320,320,"Nick Corasaniti, in Philadelphia",1604595146000,"

                    Philadelphia election officials have not provided an update on when they’ll finish counting ballots, but next-door Bucks and Montgomery counties are nearing a full count.




                  
See Pennsylvania results › 
"
321,321,"Nick Corasaniti, in Philadelphia",1604594502000,"

                    Pennsylvania election officials plan to hold a news conference this afternoon. Democrats here are increasingly confident that Biden will have a big lead when all votes are counted.




                  
See Pennsylvania results › 
"
322,322,"Richard Fausset, in Atlanta",1604586876000,"

                    Gabriel Sterling, Georgia’s statewide voting system implementation manager, said that 61,367 outstanding mail-in absentee ballots remained uncounted. The state aims to finish its count by noon.




                  
See Georgia results › 
"
323,323,"Mark Landler, in London",1604578984000,"

                    All eyes are on Georgia, and not just because of Trump’s dwindling lead. Senator David Perdue, Republican incumbent, may drop below 50%, which could force a Jan. runoff that could determine Senate control.




                "
324,324,"Stephanie Saul, in Atlanta",1604571879000,"

                    Republicans in Georgia were nervously assessing the vote count and promised to file lawsuits in a dozen or more counties aimed at knocking off votes here and there.




                  
See Georgia results › 
"
325,325,"Jennifer Medina, in Phoenix",1604563565000,"

                    In the latest results, Trump hit the percentage he needed to stay on track to potentially win Arizona, but it may not hold. The next Maricopa release is not expected until Thursday night.




                  
See Arizona results › 
"
326,326,"Jennifer Medina, in Phoenix",1604563518000,"

                    Biden’s margin in Maricopa County (Phoenix) went down by 10,783 votes, to a lead of 74,514 in the county.




                  
See Arizona results › 
"
327,327,"Jennifer Medina, in Phoenix",1604562887000,"

                    Maricopa County (Phoenix) just posted its last numbers for the night, and Trump narrowed Biden’s edge in Arizona slightly — to 68,390 votes, or less than three percentage points.




                  
See Arizona results › 
"
328,328,"Simon Romero, in Phoenix",1604557343000,"

                    More than 150 pro-Trump protesters, some armed, gathered outside the Maricopa County election office and chanted “Count the vote,” as officials continued to do just that.




                  
See Arizona results › 
"
329,329,"Nicholas Bogel-Burroughs, in New York",1604555905000,"

                    Calling on election officials to “count every vote,” protesters marched in several U.S. cities as Trump mounted an aggressive effort to challenge the vote count.


                   Read more ›
"
330,330,"Adam Nagourney, in Los Angeles",1604547403000,"

                    Watching Democratic Twitter angst about Arizona’s race tightening. 1) Wait for more figures before freaking out. 2) Biden has multiple paths to victory. Trump’s road is narrow.




                  
See Arizona results › 
"
331,331,"Stephanie Saul, in Atlanta",1604547176000,"

                    The margin between Trump and Biden continues to narrow in Georgia. As of 10 p.m., Trump was leading by just 33,300 votes. Counting is continuing in the Atlanta metro region.




                  
See Georgia results › 
"
332,332,"Patricia Cohen, in New York",1604545814000,"

                    In Georgia exit polls, 38 percent of voters characterized themselves as moderates. Of that group, 63 percent said they voted for Biden, while 34 percent said they supported Trump.




                  
See Georgia results › 
"
333,333,"Trip Gabriel, in Butler County, Pa.",1604544977000,"

                    Almost all of Georgia’s counties with appreciable outstanding votes are tinted blue on the map. This is why the White House is reportedly nervous about the state.




                  
See Georgia results › 
"
334,334,"Trip Gabriel, in Butler County, Pa.",1604544910000,"

                    Georgia has tightened to a 39,000-vote lead for Trump. Fulton County’s election director told CNN he expects to report all outstanding mail votes between midnight and 3 a.m.




                  
See Georgia results › 
"
335,335,"Alicia Parlapiano, in Washington",1604544409000,"

                    Officials in Maricopa County said they will release another results update after 1 a.m. ET, and another around 9 p.m. ET tomorrow.




                  
See Arizona results › 
"
336,336,"Patricia Cohen, in New York",1604544012000,"

                    Roughly four out of 10 voters in Arizona consider themselves independent — and a majority of them voted for Biden over Trump.




                  
See Arizona results › 
"
337,337,"Patricia Cohen, in New York",1604543708000,"

                    Arizona’s Maricopa County, where new results are starting to come in, saw its jobless rate fall to 6.3 percent in September, about half of what it was early in the pandemic.




                  
See Arizona results › 
"
338,338,"Patricia Cohen, in New York",1604542523000,"

                    In Georgia, where the race is tightening, 45 percent of voters said they're doing better today than four years ago. In that group, nearly four of five supported Trump.




                  
See Georgia results › 
"
339,339,"Adam Nagourney, in Los Angeles",1604542277000,"

                    New results from Maricopa County are beginning to come in, with Biden maintaining a lead. This is just the beginning in Arizona, as 600,000 votes are still outstanding.




                  
See Arizona results › 
"
340,340,Jacey Fortin,1604540129000,"

                    Richard L. Barron, the elections director of Fulton County, Ga., said he expected all votes there to be counted overnight, although it may stretch well after midnight.




                  
See Georgia results › 
"
341,341,"Stephanie Saul, in Atlanta",1604540043000,"

                    The presidential vote grows tighter in Georgia as mail ballots are counted. Trump’s lead has narrowed to 46,000 votes, or 1 percentage point.




                  
See Georgia results › 
"
342,342,Sydney Ember,1604535832000,"

                    Biden’s campaign, in another move to assert that he’s headed toward victory, has launched a transition team website. It borrows a theme from his campaign: BuildBackBetter.com.




                "
343,343,"Alicia Parlapiano, in Washington",1604534395000,"

                    After suggesting that they may release additional results on Wednesday, state officials in Nevada reverted to their original plan of updating results Thursday at noon Eastern.




                "
344,344,"Adam Nagourney, in Los Angeles",1604533344000,"

                    Could Trump still win? Not easy, not impossible. First: win Arizona (tough). Second: hold Georgia (very possible). Third: hang on in Pennsylvania (maybe).


                   Read more ›
"
345,345,"Emily Cochrane, in Bangor, Maine",1604531932000,"

                    Speaker Nancy Pelosi acknowledged a “challenging election” in a letter to Democrats, after multiple first-term House Democrats lost their seats to Republicans.




                "
346,346,"Nate Cohn, in New York",1604529832000,"

                    Trump’s lead is down to 5 points in Pennsylvania. It’s not clear how much more counting there’ll be by nightfall, but his margin has already been more than cut in half today.




                  
See Pennsylvania results › 
"
347,347,"Nate Cohn, in New York",1604529487000,"

                    Trump’s lead in Georgia is down to 1.4 points with a lot of Democratic vote still out. Will be razor thin here, and a recount seems likely either way.




                  
See Georgia results › 
"
348,348,"Nate Cohn, in New York",1604529345000,"

                    With Nevada releasing additional ballots later today, Biden now has a reasonable path to clearing the 270 electoral vote threshold tonight.




                  
See Nevada results › 
"
349,349,"Alicia Parlapiano, in Washington",1604528941000,"

                    Officials in Nevada had previously said that results would not be updated until Thursday morning, but they have since indicated they may release more today.




                  
See Nevada results › 
"
350,350,"Jeremy Peters, in Birmingham, Mich.",1604528049000,"

                    Biden’s narrow win in Michigan was the product of extremely high turnout in Detroit, where an underwhelming performance with Black voters in 2016 helped doom Hillary Clinton.




                  
See Michigan results › 
"
351,351,"Jeremy Peters, in Birmingham, Mich.",1604527553000,"

                    In winning Michigan, Biden has clawed back another state that was long part of the Democratic Party’s bulwark in the industrial North until Trump’s narrow 2016 victory.




                  
See Michigan results › 
"
352,352,"Lisa Lerer, in Orlando, Fla.",1604526463000,"

                    Joe Biden has flipped Michigan, along with Wisconsin. Wins in Arizona and Nevada would get him to 270 electoral votes. Or, Pennsylvania would put him over the top.




                  
See Michigan results › 
"
353,353,"Thomas Kaplan, in Wilmington, Del.",1604524724000,"

                    Biden cites the turnout in Tuesday’s election and pays tribute to democracy. “Here, the people rule,” he says. “Power can’t be taken or asserted. It flows from the people.”




                "
354,354,"Thomas Kaplan, in Wilmington, Del.",1604524659000,"

                    “I’m not here to declare that we’ve won, but I am here to report that when the count is finished, we believe we will be the winners,” Biden says in his speech.




                "
355,355,"Thomas Kaplan, in Wilmington, Del.",1604524602000,"

                    In a speech here, Biden says it’s “clear” that he will reach 270 electoral votes and win the presidency, though he stops short of claiming victory.




                "
356,356,"Thomas Kaplan, in Wilmington, Del.",1604522440000,"

                    Biden is on his way to the Chase Center in Wilmington, where he will give remarks this afternoon.




                "
357,357,"Michael Grynbaum, in New York",1604521747000,"

                    On Fox News, Chris Wallace tells viewers the WI pickup is key for Biden: “It’s real simple math now. Six votes in NV, 16 votes in MI, and he reaches precisely the magic number.” (Fox has called AZ for Biden.)




                "
358,358,"Alicia Parlapiano, in Washington",1604520667000,"

                    Officials in Maricopa County, which includes Phoenix, have said they will update results around 9 p.m. Eastern (7 p.m. local time) on Wednesday.




                  
See Arizona results › 
"
359,359,"Nate Cohn, in New York",1604520218000,"

                    We’ve gotten a bit more data in Pennsylvania, which narrows Trump’s lead to 8 points. To my mind, everything there is still consistent with Biden eventually taking the lead.




                  
See Pennsylvania results › 
"
360,360,"Nate Cohn, in New York",1604519941000,"

                    The likeliest outcome by far in Arizona is that the remaining ballots are good enough for Biden. But I don’t think we can be 100 percent confident until we've seen some of them.




                  
See Arizona results › 
"
361,361,"Reid Epstein, in Madison, Wis.",1604518130000,"

                    Trump’s campaign manager says he’ll request a recount in Wisconsin, though it may be up to two weeks before one can begin. In 2016 a statewide recount increased Trump’s margin by 131 votes.




                  
See Wisconsin results › 
"
362,362,"Reid Epstein, in Madison, Wis.",1604517826000,"

                    Joe Biden has won Wisconsin, according to The Associated Press, flipping a state President Trump narrowly won in 2016.




                  
See Wisconsin results › 
"
363,363,"Emily Cochrane, in Bangor, Maine",1604516556000,"

                    Susan Collins becomes the first senator to be elected by Maine voters to a fifth term, and will become the longest-serving Republican woman in the history of the Senate.




                  
See Maine results › 
"
364,364,"Thomas Kaplan, in Wilmington, Del.",1604516259000,"

                    Biden is now raising money for a new “Biden Fight Fund,” which will finance “election protection efforts for Joe Biden and Democrats up and down the ballot,” his campaign manager says.




                "
365,365,"Emily Cochrane, in Bangor, Maine",1604515275000,"

                    Sara Gideon, conceding the Senate race in Maine, tells supporters: “We built a movement that will help us make progress for years to come.” (The A.P. hasn’t called the race.)




                  
See Maine results › 
"
366,366,"Stephanie Saul, in Atlanta",1604514413000,"

                    Of the 200,000 uncounted votes in Georgia, most come from left-leaning areas of metropolitan Atlanta, suggesting they’re likely to skew Democratic.




                  
See Georgia results › 
"
367,367,"Stephanie Saul, in Atlanta",1604514330000,"

                    An estimated 200,000 votes remain uncounted in Georgia, officials say — that’s more than double Trump’s current margin over Biden in the state.




                  
See Georgia results › 
"
368,368,"Emily Cochrane, in Bangor, Maine",1604513660000,"

                    Senator Susan Collins of Maine says she received “a very gracious call” from Sara Gideon, her Democratic opponent, conceding the race. The A.P. has not called a winner.


                  See Maine results ›
"
369,369,"Reid Epstein, in Madison, Wis.",1604512459000,"

                    The margin needs to be less than 1 percent for a recount in Wisconsin. Trump will have to pay about $3 million for it unless the margin is less than one quarter of 1 percent.




                  
See Wisconsin results › 
"
370,370,"Annie Karni, in Washington",1604512260000,"

                    Trump campaign manager Bill Stepien said in a statement that Trump “is well within the threshold to request a recount” in Wisconsin, and that the campaign planned to “immediately do so.”




                "
371,371,"Reid Epstein, in Madison, Wis.",1604511537000,"

                    There are only about 300 votes left to count in Wisconsin, officials say. They’re in the town of Willow in Richland County. Biden leads by more than 20,000 votes.




                  
See Wisconsin results › 
"
372,372,"Astead Herndon, in Milwaukee",1604511506000,"

                    A new batch of votes reported this hour in Georgia has cut Trump’s lead there to just under 90,000 votes.




                  
See Georgia results › 
"
373,373,"Lisa Lerer, in Orlando, Fla.",1604508678000,"

                    Biden has expanded his lead to more than 30,000 votes in Michigan, with a new batch coming in from Wayne County (Detroit). His current margin is bigger than Trump’s in 2016.




                  
See Michigan results › 
"
374,374,"Annie Karni, in Washington",1604507222000,"

                    Twitter slapped warnings on multiple presidential tweets and retweets this morning, warning that Trump’s statements about “surprise ballot dumps” were misleading.




                "
375,375,"Thomas Kaplan, in Wilmington, Del.",1604504533000,"

                    Biden is expected to address the American people at some point today, his campaign manager, Jennifer O’Malley Dillon, tells reporters.




                "
376,376,"Annie Karni, in Washington",1604504070000,"

                    Trump campaign officials tell reporters that “if all legally cast ballots are counted, we believe the president will win.” They continue to describe Fox News, A.P. calls of Arizona for Biden as “just plain wrong.”




                "
377,377,"Annie Karni, in Washington",1604503979000,"

                    “If we count all legal ballots, the president wins,” Trump campaign manager Bill Stepien said on a call with reporters, and took no questions. The call came hours after Trump said he wanted to stop vote counting.




                "
378,378,"Thomas Kaplan, in Wilmington, Del.",1604503406000,"

                    In a press briefing, Jennifer O’Malley Dillon, Biden's campaign manager, says, “Joe Biden is on track to win this election, and he will be the next president of the United States.”




                "
379,379,"Annie Karni, in Washington",1604502465000,"

                    Trump campaign manager Bill Stepien is projecting confidence in the president's chances in Wisconsin, Michigan, Nevada and Georgia. He said Wisconsin was headed to “recount territory.”




                "
380,380,"Mark Landler, in London",1604500757000,"

                    In shot at Trump, Simon Coveney, Ireland’s foreign minister, said it would be unwise to claim victory before all votes counted. His U.K. counterpart, Dominic Raab, said the vote would provide a “definitive result.”





                "
381,381,"Lisa Lerer, in Orlando, Fla.",1604499917000,"

                    Biden pulled ahead in Michigan, as another batch of votes rolled in from Wayne County, where Detroit is located. That heavily Democratic area is currently reporting about 70% of returns.




                  
See Michigan results › 
"
382,382,"Nate Cohn, in New York",1604496346000,"

                    Biden has won Pennsylvania absentee ballots by an overwhelming margin so far. If he carried the remaining absentee ballots by a similar margin, he would win the state.


                   Read more ›
"
383,383,"Nate Cohn, in New York",1604491925000,"

                    Trump leads by nearly 700,000 votes in Pennsylvania. Biden’s chances there depend on whether he can win a large percentage of more than 1.4 million uncounted absentee ballots.


                  Read more ›
"
384,384,"Alicia Parlapiano, in Washington",1604487850000,"

                    Nevada’s election division announced that no more results will be given until noon Eastern on Thursday. Remaining votes include mail ballots received on Election Day.




                  
See Nevada results › 
"
385,385,"Reid Epstein, in Madison, Wis.",1604484110000,"

                    The absentee ballot results in Green Bay, Wis., are delayed because one of the vote-counting machines ran out of ink. An elections official had to return to City Hall to get more.




                  
See Wisconsin results › 
"
386,386,"Reid Epstein, in Madison, Wis.",1604483714000,"

                    After the city of Milwaukee reported its 169,000 absentee and early votes, Joe Biden pulled to a narrow lead in Wisconsin. Green Bay's early votes remain outstanding.




                  
See Wisconsin results › 
"
387,387,"Nate Cohn, in New York",1604482794000,"

                    I don’t think people have fully internalized how Democratic these mail and absentee ballots will be in MI/PA/WI. It’s close, but these ballots will be overwhelmingly blue.




                "
388,388,"Nate Cohn, in New York",1604482675000,"

                    This is vaguely reminiscent of 11 p.m. in 2016 ... but in reverse (and in slow motion): Biden’s the narrow favorite in PA, WI, MI, AZ, NV, GA, and it could take a while.




                "
389,389,"Nick Corasaniti, in Philadelphia",1604479236000,"

                    In Pennsylvania, a legal battle is quickly ramping up. Republicans filed a number of lawsuits during the day on Tuesday, with two cases scheduled to be heard on Wednesday.




                  
See Pennsylvania results › 
"
390,390,"Jennifer Medina, in Phoenix",1604479147000,"

                    In Arizona, where the majority of voters have long cast ballots by mail, officials expect to finish counting ballots on Wednesday.




                  
See Arizona results › 
"
391,391,"Reid Epstein, in Madison, Wis.",1604479061000,"

                    In Wisconsin, the cities of Milwaukee and Green Bay, among several others, including Kenosha and Beloit, are still waiting to count votes cast before Election Day.




                  
See Wisconsin results › 
"
392,392,"Trip Gabriel, in Butler County, Pa.",1604478988000,"

                    There is still a large share of uncounted votes in Pennsylvania’s most populous counties, including Philadelphia and Allegheny (Pittsburgh), and the largest suburban county, Montgomery.




                  
See Pennsylvania results › 
"
393,393,"Alicia Parlapiano, in Washington",1604478410000,"

                    Results are coming in from Alaska, but the only votes reported will be from in-person early voting and Election Day voting. No mail ballots will be counted for about a week.




                  
See Alaska results › 
"
394,394,"Michael Grynbaum, in New York",1604477771000,"

                    Chris Christie, who worked with Trump on debate prep, criticized the president’s White House speech on ABC: “It’s a bad strategic decision. It’s a bad political decision.”




                "
395,395,"Michael Grynbaum, in New York",1604477706000,"

                    Chris Wallace, on Fox News, reacted to Trump’s speech by saying: “This is an extremely flammable situation and the president just threw a match into it. He hasn’t won these states.”




                "
396,396,"Emily Cochrane, in Bangor, Maine",1604477638000,"

                    Steve Bullock conceded the Montana Senate race to Senator Steve Daines. “I am sufficiently idealistic enough to believe that Washington could work a lot better,” Bullock said.


                  See Montana results ›
"
397,397,"Danny Hakim, in Raleigh, N.C.",1604477328000,"

                    The North Carolina race was the most expensive advertising battle in Senate history, according to Advertising Analytics. The campaigns spent nearly $260 million on ads.


                  See North Carolina results ›
"
398,398,"Annie Karni, in Washington",1604476280000,"

                    Before Trump’s false claims, his campaign was already fund-raising off the uncertain outcome. A 12:03 a.m. plea asked for money to help “protect the integrity of this Election.”




                "
399,399,"Annie Karni, in Washington",1604476007000,"

                    With no winner in the presidential race, Trump falsely asserted that he had prevailed.


                   Read more ›
"
400,400,"Danny Hakim, in Raleigh, N.C.",1604475646000,"

                    There’s still no winner in one of the most closely watched Senate races, the contest in North Carolina between Thom Tillis, the Republican incumbent, and Cal Cunningham.


                  See North Carolina results ›
"
401,401,"Annie Karni, in Washington",1604474671000,"

                    Trump entered the White House’s East Room at 2:21 a.m. and told a crowd of maskless supporters it was “the latest news conference I’ve ever had.”




                "
402,402,"Nate Cohn, in New York",1604473988000,"

                    Biden is ahead by 5 points in Nevada now. That’s probably enough; it did loom as a potential complication for him after results in heavily Latino parts of Florida/Texas.




                "
403,403,"Nate Cohn, in New York",1604473736000,"

                    Trump’s lead in Georgia is down to 2.5 points. The Needle is unmoved on the news, with Biden still a very narrow favorite.


                  See the forecast ›
"
404,404,"Trip Gabriel, in Butler County, Pa.",1604473674000,"

                    Erie County, Pa., counted 13,121 mail ballots, which Biden won 5 to 1. There are 37,000 mail votes still out; Dems expect him to carry them by at least 3 to 1. That means he would win this bellwether county.




                  
See Pennsylvania results › 
"
405,405,"Reid Epstein, in Madison, Wis.",1604472848000,"

                    Biden has won a single Electoral College vote in Nebraska’s 2nd Congressional District. “Omaha is now Jomaha,” said Jane Kleeb, the Nebraska Democratic Party chairwoman.


                   Read more ›

See Nebraska results › 
"
406,406,"Stephanie Saul, in Atlanta",1604472234000,"

                    Georgia’s 7th Congressional District race is down to the wire. Carolyn Bourdeaux, the Democrat, leads Rich McCormick by fewer than 9,000 votes for the open seat. (Corrects an editing error.)


                  See results ›
"
407,407,"Stephanie Saul, in Atlanta",1604471647000,"

                    Earlier in Mississippi, Mike Espy conceded to his opponent, Senator Cindy Hyde-Smith, telling followers to continue their effort for “a new Mississippi, a united Mississippi.”




                "
408,408,"Thomas Kaplan, in Wilmington, Del.",1604471244000,"

                    After giving brief remarks, Biden has returned home and his campaign has called a lid, meaning he is not expected to make any further in-person appearances tonight.




                "
409,409,"Emily Cochrane, in Bangor, Maine",1604471034000,"

                    Representative Kendra Horn, the lone Democrat in the Oklahoma delegation, has conceded to Stephanie Bice, her Republican challenger.


                  See Oklahoma results ›
"
410,410,"Annie Karni, in Washington",1604470902000,"

                    Last week, Trump cut a rally in Minnesota short after state officials said his crowd could not exceed 250 people. He claimed his supporters were “barred from entry by radical Democrats.”




                "
411,411,"Annie Karni, in Washington",1604470758000,"

                    Biden’s win in Minnesota secured another state the Trump campaign had hoped to flip. Trump has long fixated on the state as one that got away in 2016, when he lost by only 1.5 points.




                "
412,412,"Katie Glueck, in Wilmington, Del.",1604470421000,"

                    Biden issued a warning shot on Twitter: “It’s not my place or Donald Trump’s place to declare the winner of this election. It’s the voters’ place.”




                "
413,413,"Annie Karni, in Washington",1604470411000,"

                    Twitter placed a warning label on Trump’s tweet that claimed without evidence that Democrats were trying to steal the election, noting that the tweet contained misleading information.




                "
414,414,"Emily Cochrane, in Bangor, Maine",1604469883000,"

                    Sara Gideon’s team has told reporters she will not be making a speech tonight. Instead, the campaign said in a statement, “It’s clear the race will not be called tonight.”


                  See Maine results ›
"
415,415,"Nate Cohn, in New York",1604469452000,"

                    Another reason the Needle has Biden edging ahead in Georgia: For a while, it was taking cues from trends in N.C. and Florida. Now we've seen enough vote in the Atlanta area.


                  See the forecast ›
"
416,416,"Annie Karni, in Washington",1604469038000,"

                    Trump tweeted that he, too, would make a statement shortly.




                "
417,417,"Nate Cohn, in New York",1604469037000,"

                    Why did the Needle turn blue in Georgia? We got enough vote out of the Atlanta area to realize it was going to be really good for Biden. And there's a ton of vote left there.


                  See the forecast ›
"
418,418,"Annie Karni, in Washington",1604468975000,"

                    Trump’s first tweet of the night came as Biden made his remarks, a sign he was glued to his TV. “We are up BIG,” he said, while continuing to cast doubt, without evidence, on the election results.




                "
419,419,"Katie Glueck, in Wilmington, Del.",1604468864000,"

                    Biden says his running mate, Senator Kamala Harris, will speak tomorrow.




                "
420,420,"Katie Glueck, in Wilmington, Del.",1604468820000,"

                    Biden’s brief remarks are over. He projected optimism even as many Democrats are deeply anxious about the results so far.




                "
421,421,"Katie Glueck, in Wilmington, Del.",1604468679000,"

                    Biden lays down the marker: “We’re going to win Pennsylvania,” the state of his birth, where he just spent three days campaigning.




                "
422,422,"Katie Glueck, in Wilmington, Del.",1604468593000,"

                    Biden is speaking. “We believe we’re on track to win this election.”




                "
423,423,"Katie Glueck, in Wilmington, Del.",1604468520000,"

                    The TVs playing election results at Biden’s watch party are now off, a sign we may be hearing from Biden soon.




                "
424,424,"Katie Glueck, in Wilmington, Del.",1604468485000,"

                    Applause and car honking in Wilmington amid an NBC News announcement that Minnesota leans Biden. Then quiet in the parking lot when NBC calls Florida for Trump.




                "
425,425,"Thomas Kaplan, in Wilmington, Del.",1604466445000,"

                    A sign of confidence from Biden world: Rufus Gifford, one of his deputy campaign managers, tweeted shortly before midnight, “We’re going to win.”




                "
426,426,"Stephanie Saul, in Atlanta",1604466309000,"

                    Atlanta won’t finish its count tonight. Election workers in Fulton County, who were counting absentee ballots, went home for the night. A water line break delayed the count.




                  
See Georgia results › 
"
427,427,"Reid Epstein, in Madison, Wis.",1604465524000,"

                    It is taking longer than expected to count the ballots in several places in Wisconsin because officials have found the machines do not count ballots as fast as they’d expected.




                  
See Wisconsin results › 
"
428,428,"Reid Epstein, in Madison, Wis.",1604465311000,"

                    Remember, as you see Wisconsin results come in, that in many jurisdictions the absentee ballots won’t be counted and reported until ALL the absentee ballots are counted.




                  
See Wisconsin results › 
"
429,429,"Astead Herndon, in Milwaukee",1604464897000,"

                    Georgia might be the center of the political universe in the next two months. With at least one and possibly two Senate runoffs, Georgia could have Senate control in its hands.


                  See Georgia results ›
"
430,430,"Stephanie Saul, in Atlanta",1604464796000,"

                    Trump leads in Peach County, Ga., considered a bellwether. The Middle Georgia county has picked all but one winner of the White House since 1992.




                  
See Georgia results › 
"
431,431,"Trip Gabriel, in Butler County, Pa.",1604464473000,"

                    Is Trump driving up his share of white blue-collar voters?  In Trumbull County, Ohio — which Obama won in 2012 and Trump won in 2016 — Trump is outperforming his 2016 numbers.




                  
See Ohio results › 
"
432,432,"Annie Karni, in Washington",1604464021000,"

                    Biden won New Hampshire, a state that the Trump campaign, pre-pandemic, had made a key target in its efforts to expand the map. Clinton won it by just a few thousand votes.


                   Read more ›
"
433,433,"Elaina Plott, in Columbus, Ohio",1604463909000,"

                    Republicans are breathing easier in Ohio. With much of the vote counted, Trump has pulled about eight percentage points ahead of Biden — and he won by eight points in 2016.




                  
See Ohio results › 
"
434,434,"Reid Epstein, in Madison, Wis.",1604463310000,"

                    How is the election playing in Peoria? Clinton won the blue-collar downstate Illinois county by 3 points in 2016. Biden is leading by 6 points with most of the vote counted.




                  
See Illinois results › 
"
435,435,"Stephanie Saul, in Atlanta",1604462832000,"

                    Rep. Doug Collins of Georgia has conceded in the special U.S. Senate race, saying he contacted Senator Kelly Loeffler to offer his support for her in a likely January runoff.




                  
See Georgia results › 
"
436,436,"Maggie Astor, in New York",1604462461000,"

                    The polls are now closed in California, Oregon, Idaho and Washington State.




                "
437,437,"Nick Corasaniti, in Philadelphia",1604462303000,"

                    Lina Hidalgo, the Harris County judge, said turnout in the county, which includes Houston, hit at least 65%, the highest since 1992. So far, it’s not enough for Biden in Texas.




                  
See Texas results › 
"
438,438,"Nicholas Casey, in St. Petersburg, Fla.",1604462278000,"

                    Voters in Florida and Colorado have decided that voting should be only for citizens. No one’s sure what difference it makes: Only citizens were able to vote before.




                "
439,439,"Patricia Cohen, in New York",1604461784000,"

                    Biden made a big bid to reclaim union voters. But in Ohio, union voters went for Trump over Biden by 56 percent to 42 percent, according to exit polls.




                  
See Ohio results › 
"
440,440,"Katie Glueck, in Wilmington, Del.",1604461677000,"

                    As the Biden outdoor watch party gets underway, a few attendees are dancing. Some are anxious. It’s a drive-in rally and likely designed to include only a fairly small crowd.




                "
